#separator:tab
#html:true
#tags column:3
Welche Teilbereiche der IT-Forensik gibt es?	<ul><li>Datenträger Forensik</li><li>Mobil Forensik</li><li>Netzwerk Forensik</li><li>Mulitmedia Forensik</li><li>Cloud Forensik</li><li>Memory Forensik</li><li>Betriebssystem Forensik</li><li>IoT (Embedded) Forensik</li><li>Malware Forensik</li></ul>	
Was ist eine Device Configuration Overlay (DCO) bei HDD?	<b>Device Configuration Overlay (DCO)</b><ul><li>Ähnlich zu HPA</li><li>Wurde mit ATA-6 Standard eingeführt</li><li>Wird von Herstellern verwendet um bsp. die Größe einer Festplatte einzuschränken</li><li>kann nicht temporär entfernt werden;</li><li>bei Entfernung ändern sich die Informationen auf der Platte dauerhaft</li></ul>	
Welche HPA-relevante ATA-Befehle gibt es?	<ul><li>• READ_NATIVE_MAX_ADDRESS: zeigt immer die maximale Sektor Adresse (maximum physical address) an, indem er die höchste Adresse gemäß der Werkseinstellung - also die tatsächliche Größe - ausliest.</li><li>• IDENTIFY_DEVICE: gibt die Kapazität einer Festplatte zurück.</li><li>• SET_MAX_ADDRESS: Setzen der maximal adressierbaren Größe.</li><li>• Vergleich: IDENTIFY_DEVICE und READ_NATIVE_MAX_ADDRESS</li></ul>	
Welche DCO-relevante ATA-Befehle gibt es?	<ul><li><br></li><li>• IDENTIFY_DEVICE: gibt die Kapazität einer Festplatte zurück.</li><li>• DEVICE_CONFIGURATION_IDENTIFY: liefert den aktuellen DCO Zustand</li><li>• DEVICE_CONFIGURATION_RESET: rücksetzen der DCO</li></ul>	
Wieso gibt es Partitionierungen ?	<div><br></div><ul><li>Zusammenhängende Teil des Speicherplatzes eines Datenträgers</li><li>Sind voneinander unabhängig und werden vom Betriebssystem wie „eigene“ Laufwerke behandelt ( DualBoot)</li><li>Eigenes Dateisystem pro Partition</li><li>Steuerung und Adressierung der Partitionen über Partitionstabelle (MBR, GPT, LVM, BSD)</li><li>Softwarefehler sind in der Regel nicht partitionsübergreifend</li><li>Erlaubt Software-seitige Verschlüsselung einzelner Bereiche einer Festplatte</li><li>Erlaubt eine besserer Strukturierung der Dateisysteme</li></ul>	
Worin unterscheiden sich MBR vs GUID?	"<img src=""paste-906ce3b52fce618fa72ed5df7449e23bb9fbbd7e.jpg"">"	
Was versteht man unter Master Boot Record (MBR)?	"<b>• Befindet sich im ersten Sektor des Datenträgers</b><br><b>• MBR beinhaltet die Beschreibung von bis zu vier Partitionen</b><br><ul><li>– Start- und Ende-Adresse</li><li>– Anzahl an Sektoren</li><li>– Typ der Partition</li><li>– Flags</li></ul><b>• 3 Primary File System Partitionen</b><br><b>• 1 Secondary File System Partition</b><br><ul><li>– Diese beinhaltet bei Bedarf weitere Partitionen</li><li>– Adressierung über Partitionstabelle ähnlich dem MBR</li></ul><div><img src=""paste-f9c3f6b43b323ad781bf04d5be59f67b9c62ef7e.jpg""><br></div>"	
Was versteht man utner GUID Partition Table (GPT)?	"<b>Enthält MBR (Protective MBR) mit einem Partitionseintrag zur Rückwärtskompatiblität<br>GPT Header</b><br><ul><li>Position und Größe der Partition Table</li><li>Checksum über Header und Partition Table</li><li>Start-und Ende-Adresse des gesamten Partitionsbereiches</li></ul><b>Primäre GUID-Partitionstabelle</b><br><ul><li>Start-und Ende-Adresse</li><li>Typ</li><li>Name</li><li>Flags</li><li>GUID Value</li></ul><b>Partitionen<br>Backup des GPT Headers und der Partition Table<br></b><br><img src=""paste-c679158191ed18d9d39d1b1923e254b3375327e9.jpg""><br>"	
Welche verschiedene Dateisysteme gibt es?(Apple, MS, Linux)	<b>Apple</b><br><ul><li>HFS (Hierarchical File System) mit Apple spezifischen Eigenschaften</li><li>HFS+: HFS mit Journaling und Standard in Mac OS X</li><li>HFSX: HFS+ mit Case-Sensitive-Konfiguration</li><li>APFS : Ein Rework von HFS+, mit Unterstützung für Verschlüsselung etc.</li></ul><b>Microsoft</b><ul><li>NTFS (New Technology File System) Journaling Dateisystem der NT-Produktlinie; Standard seit Windows XP</li><li>FAT32 (File Allocation Table) mit erweiterten Limits als FAT16 ab Windows 95 und 2000</li><li>exFAT als spezialisierte FAT32 Version für Einsatz auf Flash-Speichern</li></ul><b>Linux</b><ul><li>ext2 (Second Extended File System) speziell für Linux weiterentwickelte Version von minix</li><li>ext3 (Third Extended File System) ist ein um Journaling erweitertes ext2</li><li>ext4 (Fourth Extended File System) mit erweiterten Links</li><li>EncFS (Encrypted Files System) basiert auf FUSE-System</li></ul>	
Erkläre HFS/+/X (Hierarchical File System - Dateisysteme Apple)	"<b>Allgemein</b><ul><li><i>Größten Unterschiede zwischen HFS und HFS+</i></li><li>größerer Dateien (HFS : 2GB / HFS+ : 8EB)</li><li>Mehr Dateien (HFS : 65535 / HFS+ : 4,294,967,295 (2^32 − 1))</li><li>Besserer Unterstützung für Metainformation</li><li>Längerer Dateiname (HFS : 31 / HFS+ : 255 ) möglich</li><li>Altes Berechtigungskonzept bei HFS, AppleShare (HFS+ verwendet RWX Linux)</li><li><i>Kurzum HFS, ist längst outdated aber immer noch als READ ONLY Partition bis MacOS 10.15 (2019) benutzbar.</i></li></ul><b>HFS+</b><ul><li>HFS+ unterstützt Journaling (wie alle moderen Dateisysteme), das bedeutet dass alle File System Operationen als Transaktionen passieren und diese aufgrund eines Journals auch wieder zurückgesetzt werden können.</li><li>Allerdings keine Möglichkeit für Concurrent Access von Dateien</li></ul><div><img src=""paste-5bc53e3b5ee89729166c91a0af2f6e369314d885.jpg""><br></div>"	
Erkläre NTFS (Microsoft)	"<b>Microsoft NTFS (New Technology File System)</b><ul><li>Gängiges Dateiformat für Microsoft Windows Systeme</li><li>Ist ein Journaling Dateisystem</li><li>Existiert seit 1993 (Windows NT 3.1)</li></ul><div><img src=""paste-001403fc699b298c3ae3420c3316c69950eadd7c.jpg""><br></div>"	
Erkläre FAT32/exFAT (Windows)	<b>Allgemein</b><ul><li>Klassisches Dateisystem für USB-Sticks / SD-Karten / USB-Festplatten.</li><li>Ein großer Vorteil ist das (fast) alle Betriebssysteme dieses Dateisystem lesen/beschreiben können.</li><li>exFAT ist eine Erweiterung von FAT32, da dies nur Filesizes bis 4 GiB und eine maximale Partitionsgröße von 2 TiB unterstützt.</li><li>Somit gut für externe Festplatten geeignet.</li></ul>	
Erkläre ext2/3/4 (Linux)	"Allgemein<ul><li>Standard Dateisystem für die meisten Linux Systeme</li><li>Selbes Idee wie zuvor, Dateien und Datenträger sind größer geworden, somit wurden über die Jahre neue Versionen benötigt.</li><li>Größter Unterschied zu NTFS, es werden Inode-Strukturen verwendet, um Metadaten zu speichern.</li><li>NTFS verwendet hierfür den MFT.</li><li>Standard Dateisystem für die meisten Linux Systeme</li><li>Selbes Idee wie zuvor, Dateien und Datenträger sind größer geworden, somit wurden über die Jahre neue Versionen benötigt.</li><li>Größter Unterschied zu NTFS, es werden Inode-Strukturen verwendet, um Metadaten zu speichern.</li><li>NTFS verwendet hierfür den MFT.</li></ul><div><img src=""paste-91f448110242a3b2abcaab68c859a0566067c47e.jpg""><br></div>"	
Erkläre die verschiedene Speicherschichten.	"<img src=""paste-a2a767c3a8e5d1340eec875fb080a9d1a6bba0ef.jpg"">"	
Erkläre das Master File Table (MFT) von Microsoft NTFS.	<b>Master File Table ($MFT)</b><br><ul><li>• Ist eine relationale Datenbank</li><li>– Beinhaltet zeilenweise Einträge für Dateien und Verzeichnisse</li><li>– Beinhaltet spaltenweise Einträge für Datei-Attribute</li><li>– Einträge sind 1024 Byte groß</li></ul><br><ul><li>• Wird für die jeweilige Partition vom Betriebssystem angelegt</li><li>• Die Master File Table ist selbst eine Datei und die erste Datei, welche im Dateisystem angelegt wird.</li><li>• Enthält mindestens einen Eintrag für jede Datei ( inkl. der MFT selbst)</li></ul><div><br></div><ul><li>• Wird in der MFT Zone gespeichert</li><li>– Schützt die MFT vor Fragmentierung</li><li>– Standardmäßig werden 12,5% des Volumes exklusiv für MFT reserviert (MFT Zone)</li><li>– MFT Zone wird nicht für Speicherung von Dateien verwendet, außer das Volume hat sonst keine freien Speicherbereiche</li><li>mehr</li><li>• Volumes mit wenigen großen Dateien schreiben zuerst den nichtreservierten Bereich voll</li><li>• Volumes mit vielen kleinen Dateien schreiben zuerst die MFT Zone voll</li></ul>	
Erkläre MFT Zone.	<div><br></div><ul><li>Aufgrund der Bedeutung des MFT für NTFS und der möglichen Auswirkungen auf die Leistung, wenn diese Datei stark fragmentiert wird, unternimmt NTFS besondere Anstrengungen, um diese Datei zusammenhängend zu halten.</li><li>NTFS reserviert 12,5 Prozent des Volumes für die ausschließliche Nutzung des MFT, bis und es sei denn, der Rest des Volumes ist aufgebraucht. Daher wird Speicherplatz für Dateien und Verzeichnisse nicht aus dieser MFT-Zone zugewiesen, bis zuerst der gesamte andere Speicherplatz zugewiesen wird.</li><li>Volumes mit einerkleinen Anzahl relativ großer Dateien erschöpfen zuerst den uneingeschränkten Speicherplatz, während Volumes mit einer großen Anzahl relativ kleiner Dateien zuerst den MFT-Zonenspeicher ausschöpfen.</li><li>Um die aktuelle Größe des MFT auf einem Windows-Computer zu ermitteln, geben Sie den dir /a $mft Befehl auf einem NTFS-Volume ein.</li></ul>	
Erkläre MFT Entry (auch File Record)	"<div><br></div><ul><li>Enthält Informationen zu jeder Datei/Verzeichnis innerhalb der Partition.</li><li>Flags (Wie zum Beispiel Verschlüsselung)</li><li>Dateityp</li><li>Länge</li><li>Daten bzw. Pointer zu den Clustern (Run-List)</li><li>Wenn &lt;~700 Byte werden die Daten möglicherweise innerhalb der MFT gespeichert</li><li>Wird eine Datei gelöscht wird der Eintrag in der MFT nicht sofort gelöscht.</li></ul><br><img src=""paste-011f844ff751b3e2f0b5f5086b1d6998aa067e23.jpg""><br>"	
Welche typische Records gibt es bei NTFS Attribute?	"<img src=""paste-ecc9cdd9b90d00a0857134bee561b1cfe3ac0da5.jpg"">"	
Welche mögliche Zeitstempel gibt unter Windows-Systeme?	<b>Mögliche Zeitstempel</b><ul><li>Creation Time –Wann die Datei erstellt wurde.</li><li>Modified Time –Wann wurde der Inhalt der Datei/Verzeichnis modifiziert.</li><li>MFT Modified Time –Wann wurde der MFT Eintrag (Metadaten) zuletzt modifiziert.</li><li>Access Time –Wann wurde zuletzt auf diese Datei zugegriffen</li><li>(Bei aktuellen Windows Systemen aus Performancegründen deaktiviert)</li><li>Zwei Zeitstempelinformationen im MFT Entry vorhanden:</li><li>$STANDARD_INFORMATION und $FILE_NAME</li><li>Unterschiedliches Verhalten!</li></ul>	
Was ist ein Alternative Data Stream (ADS - Microsoft NTFS)?	<b>Alternative Data Streams (ADS)</b><ul><li>Ein Data Stream ist eine zusammengehörende Sequenz von Bytes.</li><li>NTFS unterstützt mehrere Data Streams gleichzeitig.</li><li>Der Name des Data Streams identifiziert ein neues $Data Attribut der Datei.</li><li>Jede Dateien besitzt einen „main“ Data Stream.</li><li>„main“ Data Stream ist für alle Dateisysteme sichtbar.</li><li>Alternative Data Streams sind nur für NTFS sichtbar. Wenn eine Datei von einem NTFS-Dateisystem auf ein FAT-Dateisystem kopiert wird, gehen alternative Data Streams verloren.</li></ul>	
Für was kann man Alternative Data Streams verwenden?	"<b>Alternative Data Stream (ADS)</b><ul><li>Kann zum „verstecken“ von Daten verwendet werden.</li><li>Ist nicht im Windows Dateiexplorer sichtbar.</li><li>Der MFT Entry enthält mehrere $DATA Attribute</li></ul><b>Beispiel:</b><ul><li>echo „meine textdatei“ &gt; text.txt</li><li>echo „secret text“ &gt; text.txt:hidden</li><li>mkdir meinVerzeichnis</li><li>echo „secret text“ &gt; meinVerzeichnis:hidden</li></ul><div><img src=""paste-cd7e89be1e63628c9daadf89c425791db04211cb.jpg""><br></div>"	
Worin unterscheiden sich Sektor vs Cluster?	<b>Sektor:</b><ul><li>Daten werden auf der Festplatte in Sektoren (=Blöcke) gespeichert</li><li>Kleinste Einheit welche vom Betriebssystem adressiert werden kann</li><li>512Byte bzw. 4kByte</li></ul><b>Cluster:</b><ul><li>Betriebssystem fasst über das Dateisystem der Partition mehrere Sektoren zu einen Cluster zusammen</li><li>Clustergröße ist immer ein vielfaches eines Sektors</li></ul>	
Was ist ein Cluster? Erkläre genauer.	<b>Cluster</b><ul><li>Ein Cluster ist eine logische Zusammenfassung von Sektoren eines Datenträgers.</li><li>Das Dateisystem kann im Allgemeinen nur vollständige Cluster adressieren.</li><li>Daher belegen Dateien auf einem Datenträger immer eine ganzzahlige Menge von Clustern.</li></ul><b>Die Größe eines Clusters variiert je nach Dateisystem</b><ul><li>Je größer die Cluster</li><li>desto weniger Verwaltungsaufwand muss für große Dateien aufgewendet werden</li><li>desto geringer wird die Fragmentierung einer Datei</li><li>jedoch, sind größere Cluster im Hinblick auf die rationelle Ausnutzung des Speicherplatzes eines Datenträgers nachteilig, insbesondere bei der Speicherung einer großen Zahl kleiner Dateien.</li></ul>	
Welche unterschiedliche Arten von Slackspace (Schlupfspeicher) gibt es?	"<b>File-Slack</b><br><ul><li>freier Speicherbereich innerhalb eines Clusters</li><li>File-Slack = RAM-Slack + Drive-Slack</li></ul><b>RAM-Slack</b><br><ul><li>Letzter Sektor einer Datei wird aufgefüllt</li><li>Willkürlich Daten aus dem RAM verwendet (früher)</li></ul><b>Drive-Slack</b><br><ul><li>Bestehende Daten; werden nicht überschrieben</li></ul><div><img src=""paste-220884c3efbb0674528849313d6434d9041b952e.jpg""><br></div>"	
Erkläre was bei Slackspace (Schlupfspeicher) passiert.	"<img src=""paste-05ab8344993dafe89afa7976e43642e00031cd6b.jpg""><br><img src=""paste-59885c22ba20fa5e88417ebc1a705d58c5a2dec3.jpg"">"	
Was ist Fragmentierung?	<b>Fragmentierung</b><ul><li>Ist eine Herausforderung beim Wiederherstellen von Daten</li><li>Speicherung von Daten in verteilten Blöcken</li><li>Blöcke liegen nicht hintereinander</li><li>Lineare Fragmentierung</li><li>Nicht-Lineare Fragmentierung</li></ul>	
Welche Ursachen gibt es für Fragmentierung?	"<b>Ursachen für Fragmentierung</b><ul><li>Dateiänderung</li><li>Vergrößerung</li><li>Verkleinerung</li><li>Löschung</li><li>Geringer Speicherplatz = Hoher Fragmentierungsgrad</li></ul><br><img src=""paste-12849137fed4130d947f740435d4bf1235623ba4.jpg""><br>"	
Welche Spuren können analysiert werden?	<b>Welche Spuren können analysiert werden?</b><ul><li>Datei-Download</li><li>Ausführen von Programmen</li><li>Öffnen von Dateien / Verzeichnissen</li><li>Ehemals existente Dateien</li><li>Positionsdaten</li><li>Externe Geräte (USB Devices)</li><li>Anmeldeinformationen</li><li>Internet Browser</li></ul>	
Wo wird bei einer Datenrekonstruktion überall gesucht?	"<img src=""paste-b37a8edbb51abba7af854bdeffb4fb6496b3ae6e.jpg"">"	
Welche ehemals existenter Dateien kann man wiederherstellen?	<b>Partition</b><ul><li>Ganze System-oder Datenpartition einer Festplatte</li></ul><b>Daten aus dem Dateisystem</b><ul><li>Dokumente, Bilder, Videos, Audio-Dateien, …</li></ul><b>Anwendungsdaten</b><ul><li>Mails aus OST-/PST-Dateien</li><li>Einträge aus Datenbanken</li><li>…</li></ul>	
Worin unterscheiden sich Dateitpy vs Dateierweiterung?	Die Dateierweiterung zeigt äußerlich an, welchem Programm eine Datei zugeordnet ist, während der tatsächliche Dateityp durch die interne Struktur und Signatur der Datei bestimmt wird und unabhängig von der sichtbaren Erweiterung bleibt. (ZUSAMMENGEFASST VON CHAD GPT)<br><ul><li><br></li></ul><b>Die Dateierweiterung„bild.JPG“</b><ul><li>Die Dateiendungwirdeingesetzt, um das Format einerDateierkennbarzumachen, um sieso beispielsweisegleichmiteinempassendenProgrammöffnenzukönnen.</li><li>Sagtnichtsüberden Inhaltaus</li></ul><b>Dateityp</b><ul><li>Kann nurdurcheinenAnalyse der Datei, z.B.überdie Datei-Signaturermitteltwerden</li><li>Bei einerforensischenAnalyse wirddie Datei-SignaturjederDateimiteinerDatenbankabgeglichenum den tatsächlichenDateitypzuermitteln</li></ul><b>Dateisignaturanalyse/ Dateiverifizierung:</b><ul><li>Wirdgenutztum den Dateitypenzuverifizieren.</li><li>UmbenannteDateienkönnenmittelsdieserAnalyse identifiziertwerden.</li></ul><br>	
Worin unterscheiden sich Dateisignatur vs Dateiheader?	Dateisignatur und Dateiheader sind charakteristische Informationen am Anfang einer Datei, die in der Forensik zur Identifikation, Analyse und Erkennung von Manipulationen oder Inkonsistenzen genutzt werden – selbst dann, wenn Dateinamen oder -erweiterungen verändert wurden.	
Welche möglichen Ursachen gibt es für die Dateiwiederherstellung?	<b>Hardwarefehler oder physikalische Beschädigung des Datenträgers</b><ul><li>Festplattenkontroller defekt</li><li>Laufwerksfehler -Servomotor defekt</li></ul><b>Softwarefehler / Benutzerfehler</b><ul><li>Dateien wurden gelöscht (versehentlich oder absichtlich)</li><li>Betriebssystemfehler (Systemabsturz)</li><li>Konfigurationsproblem bei RAID-Kontroller</li></ul>	
Was ist File Carving und welchen Sinn und Zweck hat es?	<b>Begriffsdefinition „File Carving“</b><ul><li>File Carving ist eine forensische Technik zum Wiederherstellen von Dateien.</li><li>Die Wiederherstellung basiert auf File-Strukturen und deren Inhalt und nicht auf Metadaten des Filesystems.</li></ul><b>Sinn und Zweck?</b><ul><li>Wiederherstellung von Dateien</li><li>basiert auf File Struktur</li><li>bei unbekannter Filesystem-Struktur</li><li>bei manipulierten/gelöschten Filesystem-Metadaten</li></ul>	
Welche relevante Bereiche, können Fragmente von Dateien beinhalten?	<ul><li>Gelöschte Elemente</li><li>Cluster/Blöcke, die als fehlerhaft markiert wurden</li><li>Host Protected Area (HPA) / Device Configuration Overlay (DCO)</li><li>Unallocated Areas (freier Speicher im FS)</li><li>Partition Slack</li><li>File Slack</li><li>...</li></ul>	
Welche verschiedene Carving Techniken gibt es (File Structure Based)?	<b>Header / Footer Carving</b><ul><li>Identifikation von Header und Footer über Erkennung spezieller Byte-Zeichenfolgen</li><li>Byte-Zeichen dazwischen werden als Datei interpretiert</li></ul><b>Header/Embedded Length Carving</b><ul><li>Identifiziert Header einer Datei</li><li>Datei wird über Länge, die im Dateiheader angegeben ist identifiziert</li></ul><b>Header/Maximum Size Carving</b><ul><li>Identifiziert Header einer Datei</li><li>Datei wird über angenommene Länge des Dateityps identifiziert</li><li>Länge basiert auf Erfahrungswerten und führt oft zu sehr großen Dateien</li></ul>	
Welche Probleme gibt es beim File Carving?	<ul><li><b>Viele unterschiedliche Dateiformate welche bei der Wiederherstellung erkannt werden müssen</b></li><li><b>Fragmentierung</b></li><li>Lineare Fragmentierung</li><li>Nichtlineare Fragmentierung</li><li><b>Identifikation relevanter Daten</b></li><li>Einschluss unerwünschter Daten</li><li>Auslassung erwünschter Daten</li><li><b>Zeitaufwand und Komplexität</b></li><li>Bit-für-Bit lesen ist langsam</li><li><b>Integrität der Dateien kann nicht gewährleistet werden</b></li></ul>	
Welche Typ-Status und welche Dateiformat-Konsistenz gibt es?	<b>Typ-Status</b><ul><li>Not verified–Anfänglicher Status</li><li>Irrelevant–Datei &lt; 8 Bytes</li><li>Not in list–Endung und Signatur nicht erkannt</li><li>Confirmed –Endung und Signatur wurden erkannt und passen zusammen</li><li>Not confirmed –Endung erkannt, Signatur allerdings nicht</li><li>Newly Identified –Keine oder unbekannte Endung, Signatur bekannt</li><li>Mismitch detected–Endung und Signatur wurden erkannt und passen nicht zusammen</li></ul><b>Dateiformat-Konsistenz:</b><ul><li>OK –Konsistenz der Datei mit hoher Wahrscheinlichkeit valide und die Datei somit lesbar</li><li>Unknown–Keine Aussage über die Konsistenz möglich</li><li>Irregular –Konsistenz der Datei mit hoher Wahrscheinlichkeit korrput, Datei nicht lesbar</li></ul>	
Welche Vor- und Nachteile bietet die Analyse mit nicht forensischer Software?	<b>Vorteile:</b><ul><li>Sehr flexible einsetzbar. Geringe Kosten.</li><li>Einfach bedienbar.</li></ul><b>Nachteile:</b><ul><li>Analyse basierend auf Dateiendungen (XYZ.docx). Keine Typverifizierung möglich.</li><li>Möglicherweise Probleme mit zu langen Pfaden.</li><li>Unter Umständen versteckte Dateien nicht sichtbar bzw. Dateien im ADS nicht sichtbar.</li><li>Keine automatische Analyse von Dateien in Archiven möglich.</li><li>Möglicherweise Probleme mit den Zugriffsrechten.</li></ul>	
Welche Vor- und Nachteile bietet die Analyse mit forensischer Software?	<b>Vorteile:</b><ul><li>Analyse basierend auf tatsächlichem Dateityp möglich.</li><li>Dateiwiederherstellung von gelöschten Dateien möglich.</li><li>Keine Probleme mit zu langen Pfaden.</li><li>Analyse von Dateien innerhalb von Archiven möglich.</li><li>Identifikation von versteckten Dateien (z.B. ADS)</li><li>Keine Einschränkungen durch Zugriffsrechte.</li></ul><b>Nachteile:</b><ul><li>Kosten</li><li>Durchlaufzeit</li></ul>	
Was sind die Grundlagen bei der Sicherung von Beweismitteln?	<ul><li>Grundsätze der Forensik einhalten</li><li>Digitale Daten sind sehr fragil. Ein einziger Fehler kann ausreichen um eine gravierende Veränderung auszulösen.</li><li>Keine Analysehandlungen auf den Originaldaten ausführen, es sei denn es ist nicht anders möglich!</li><li>Live Forensik</li><li>Backups von Datensicherungen anfertigen.</li><li>Nachvollziehbare Dokumentation aller Arbeitsschritte.</li></ul>	
Was sind die grundlegende Aspekte im Umgang mit Beweismitteln?	<b>Auditierbar</b><ul><li>Ein unabhängiger Dritter muss die Tätigkeiten bewerten können.</li><li>Dokumentation der Vorgehensweise und Maßnahme</li></ul><b>Wiederholbar</b><ul><li>Ein unabhängiger Dritter mit geeigneten Fähigkeiten muss anhand der vorhandenen Dokumentation die selben Ergebnisse erzielen.</li></ul><b>Vergleichbar</b><ul><li>Durch Einsatz derselben Messmethode muss das selbe Ergebnis erzielt werden.</li></ul><b>Begründbar</b><ul><li>Man sollte den Einsatz aller Maßnahmen und Methoden begründen können.</li></ul>	
Was sind die Grundlagen für die Sicherstellung von Beweismittel?	<b>Identification</b><ul><li>Umfasst die Suche, Identifikation und Dokumentation potentieller digitaler Beweismittel</li></ul><b>Collection (Sammlung):</b><ul><li>Physische Sicherstellung der Beweismittel und Sammlung in einem Labor zur Datensicherung</li></ul><b>Acquisition (Datensicherung):</b><ul><li>Erstellen einer digitalen Beweismittelkopie (Full-disk Image, Partition, Dateien)</li></ul><b>Preservation (Erhaltung und Schutz vor Manipulation):</b><ul><li>Es muss sichergestellt werden, dass die Beweismittel seit der Datensicherung nicht modifiziert wurden</li></ul>	
Welche Vorbereitende Maßnahmen gibt es für die Identifikation von Beweismitteln?	<b>Equipment sollte immer Einsatzbereit und benötigte Software installiert und auf dem aktuellsten Versionsstand sein.</b><ul><li>Welche Dinge benötigt man vor Ort bei der Sicherstellung von Beweismittel?</li></ul><b>Möglichst viele Informationen, sowohl vor als auch während des Einsatzes einholen!</b><ul><li>Durchführen von Interviews zum Sachverhalt</li><li>Informationen kritisch hinterfragen (W-Fragen –Wer, Was, Wann, Wo, Wie, …)</li><li>Ansprechpersonen ermitteln</li><li>Aufbau der IT-Infrastruktur (Wo sind welche Daten gespeichert)</li><li>Zeitraum einschränken</li></ul><b>Checklisten mit Fragen mitnehmen!</b><br>	
Welche Speicherorte von elektronischen Beweismitteln kennst du?	<b>Client Software</b><br><ul><li>E-Mail-Client (Gesendete Objekte, Inbox, Archive, Gelöschte Objekte, Adressen, Header)</li><li>Office-Daten (lokal, Home-Laufwerk, Gruppen-Laufwerk)</li><li>Schlüsselmaterial zu Daten/Applikationen (Passworte, Private Keys, Dongles, Bitlocker Keys)</li><li>Internet-Browser (Browser-History, Suchmaschinen, Temporäre Dateien, Cookies etc.)</li></ul><b>Server Software</b><br><ul><li>E-Mail-Server (Logs, E-Mail-Daten-Backups, Disaster-Recovery-Daten)</li><li>E-Mail-Gateway (Logs)</li><li>Internet-Gateways (Logs)</li><li>Applikationen</li><li>Datenbanken</li></ul>	
Wie evaluiert man die technischen Möglichkeiten für die Sicherung von Beweismitteln?	<b>Nachdem die relevanten Daten identifiziert wurden muss entschieden werden, auf welche Art die Daten gesichert werden sollen:</b><ul><li><b>Collection:</b> Mitnahme bzw. Ausbau des gesamten Geräts oder Datenträgers</li><li><b>Acquisition</b>:Datensicherung des Datenträgers bzw. Geräts</li></ul><b>Welche Art der Sicherung gewählt wird, hängt von vielen Faktoren ab und muss vor Ort entschieden werden</b><ul><li>(Art der Daten bzw. Flüchtigkeit, Verschlüsselung, Kritikalität, rechtliche Anforderungen, Ressourcen, Kundenwunsch etc.).</li></ul><b>Grundsätzlich sollte der Forensiker darauf achten, möglichst viele relevanten Daten zu sichern. Trotzdem sollen aber nicht zu viele Daten gesichert werden, da die Auswertung dann unnötig in die Länge gezogen wird!<br><br>Die Priorisierung der zu sichernden Daten erfolgt auf Basis der Halbwertszeit!</b><br>	
Wie sieht die Sicherungsreihenfolge von Beweismitteln aus?	<b>Die Halbwertszeit der Informationen bestimmt die Sicherungsreihenfolge</b><ol><li>Routingtabellen, ARP-Cache, Prozessliste, angemeldete User, Netzstatus, Kerneldaten, Hauptspeicherinhalt (RAM)</li><li>Temporäre Daten, SWAP-Bereiche etc.</li><li>Der komplette Inhalt der Datenträger</li><li>Relevante Logging und Monitoringdaten auf zentralen Loggingservern</li><li>Physische Konfigurationen und Netzwerktopologien</li><li>Archivierte Medien</li></ol>	
"Erkläre die Sicherungsart von Beweismitteln: ""Collection"""	<ul><li>Mitnahme des gesamten Beweismittels zur weiteren Sicherung, Analyse bzw. Verwahrung.</li><li>Dokumentation des IST-Zustandes (Fotos, Skizzen) und aller Aktionen die durchgeführt werden!</li><li>Manchmal kann die Veränderung des Mediums bei der Collection nicht ausgeschlossen werden (z.B. Herunterfahren eines Servers)</li></ul><br>Nach dem Ausbau:<br><ul><li>Beschriftung des Datenträgers (bspw. durch Sticker)</li><li>Sichere Verpackung (Stoßsicher und vor Veränderung geschützt bspw. Versiegelung)</li><li>Chain of CustodyDokumentation (Wer, Was, Wann, Wo, Wohin etc.)</li></ul>	
"Erkläre die Sicherungsart von Beweismitteln: ""Acquisition"""	<ul><li><b>Erstellen von Datensicherungen des Beweismittels</b></li><li>Original-Datenträger verbleibt üblicherweise nicht beim Forensike</li><li><b>Arten der Datensicherungen</b></li><li>Vollständige Datensicherung (1-zu-1 Kopie des Datenträgers oder Partition)</li><li>Logische Datensicherung (einzelne Verzeichnisse)</li><li><b>Vollständige Datensicherung ist zu bevorzugen (Warum?)</b></li><li><b>Vollständige Dokumentation:</b></li><li>IST-Zustand (Fotos, Screenshots etc.)</li><li>Eingesetzte Tools (inkl. Version)</li><li>Befehle und Ausgabe des Tools</li></ul>	
Was versteht man unter einer vollständigen Datensicherung?	<ul><li>1-zu-1 Kopie des Datenträgers oder einer Partition</li><li>Enthält nicht belegte Speicherbereiche des Datenträgers bzw. der Partition und Slack-Spaces</li><li>Kein Risiko, dass nachträglich relevante Daten vergessen wurden</li><li>Durchlaufzeit der Datensicherung um einiges länger als bei Logischen Datensicherungen</li><li>Größere Datenmenge des resultierenden Images</li><li>Verschlüsselte Datenträger können mit vollständigen Datensicherung Probleme bereiten</li><li>Passwort ev. nicht bekannt</li><li>Kann das Analyseprogramm mit der Verschlüsselung umgehen (z.B. LUKS, Bitlocker, WinMagic etc.)</li><li>Image muss vor der Weiterverarbeitung ev. entschlüsselt werden</li><li>Funktioniert nur mit Admin-Rechten!</li></ul>	
Was ist ein Raw-Image (RAW, DD)?	<b>Raw-Image (RAW, DD)</b><ul><li>Einfaches 1-zu-1 Abbild des Datenträgers bzw. Partition</li><li>Erstellung bspw. mithilfe von DD (Linux)</li><li>Keine Prüfsummen</li><li>Keine Komprimierung</li></ul>	
